TIME,PC,INSTRUCTION,REG_A_CONTENTS,REG_B_CONTENTS,REGA_FINAL,REGB_FINAL,ALU_RESULT,JUMP_TARGET,JUMP_TAKEN,ALU_OP,ALU_OP_NAME,OPCODE,OPCODE_NAME,IMMEDIATE
14373500,0000000000021e34,000d8593,0000000000094698,0000000000000000,0000000000000000,0000000000094698,0000000000000000,0000000000094698,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000000
14376500,0000000000021e38,000c8513,0000000000000050,0000000000000000,0000000000000000,0000000000000050,0000000000000000,0000000000000050,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000000
14379500,0000000000021e3c,d9dfe0ef,0000000000000000,0000000000000000,0000000000000000,0000000000021e3c,0000000000000004,0000000000021e40,0000000000020bd8,1, 70,ALU_JAL,111,OP_JAL,ffffffffffffed9c
14469500,0000000000020bd8,f6010113,000000003fbfed40,0000000000000000,0000000000000000,000000003fbfed40,ffffffffffffff60,000000003fbfeca0,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,ffffffffffffff60
14472500,0000000000020bdc,07313c23,000000003fbfeca0,0000000000000000,0000000000000000,000000003fbfeca0,0000000000000078,000000003fbfed18,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000078
14521000,0000000000020be0,07413823,000000003fbfeca0,0000000000095698,0000000000095698,000000003fbfeca0,0000000000000070,000000003fbfed10,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000070
14525000,0000000000020be4,03b13c23,000000003fbfeca0,0000000000094698,0000000000094698,000000003fbfeca0,0000000000000038,000000003fbfecd8,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000038
14575000,0000000000020be8,08113c23,000000003fbfeca0,0000000000021e40,0000000000021e40,000000003fbfeca0,0000000000000098,000000003fbfed38,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000098
14579000,0000000000020bec,08813823,000000003fbfeca0,0000000000000030,0000000000000030,000000003fbfeca0,0000000000000090,000000003fbfed30,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000090
14583000,0000000000020bf0,08913423,000000003fbfeca0,0000000000000000,0000000000000000,000000003fbfeca0,0000000000000088,000000003fbfed28,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000088
14587000,0000000000020bf4,09213023,000000003fbfeca0,0000000000002710,0000000000002710,000000003fbfeca0,0000000000000080,000000003fbfed20,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000080
14591000,0000000000020bf8,07513423,000000003fbfeca0,0000000000001000,0000000000001000,000000003fbfeca0,0000000000000068,000000003fbfed08,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000068
14595000,0000000000020bfc,07613023,000000003fbfeca0,0000000000000010,0000000000000010,000000003fbfeca0,0000000000000060,000000003fbfed00,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000060
14643500,0000000000020c00,05713c23,000000003fbfeca0,00000000000003ff,00000000000003ff,000000003fbfeca0,0000000000000058,000000003fbfecf8,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000058
14647500,0000000000020c04,05813823,000000003fbfeca0,00000000000946f0,00000000000946f0,000000003fbfeca0,0000000000000050,000000003fbfecf0,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000050
14651500,0000000000020c08,05913423,000000003fbfeca0,0000000000000050,0000000000000050,000000003fbfeca0,0000000000000048,000000003fbfece8,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000048
14655500,0000000000020c0c,05a13023,000000003fbfeca0,00000000000946f0,00000000000946f0,000000003fbfeca0,0000000000000040,000000003fbfece0,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000040
14659500,0000000000020c10,00050993,0000000000000050,0000000000000000,0000000000000000,0000000000000050,0000000000000000,0000000000000050,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000000
14662500,0000000000020c14,9a81ba03,00000000000960f0,0000000000000000,0000000000000000,00000000000960f0,fffffffffffff9a8,0000000000095a98,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,fffffffffffff9a8
14666500,0000000000020c18,24058663,0000000000094698,0000000000000000,0000000000000000,0000000000094698,0000000000000000,0000000000000000,0000000000000000,0, 60,ALU_BEQ, 99,OP_BRANCH,000000000000024c
14669500,0000000000020c1c,00094bb7,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000094000,0000000000094000,0000000000000000,0, 72,ALU_LUI, 55,OP_LUI,0000000000094000
14672500,0000000000020c20,648b8b93,0000000000094000,0000000000000000,0000000000000000,0000000000094000,0000000000000648,0000000000094648,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000648
14675500,0000000000020c24,010bb783,0000000000094648,0000000000000000,0000000000000000,0000000000094648,0000000000000010,0000000000094658,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000010
14728000,0000000000020c28,00058413,0000000000094698,0000000000000000,0000000000000000,0000000000094698,0000000000000000,0000000000094698,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000000
14731000,0000000000020c2c,14f57e63,0000000000000050,0000000000020000,0000000000020000,0000000000000050,0000000000020000,0000000000000000,0000000000000000,0, 65,ALU_BGEU, 99,OP_BRANCH,000000000000015c
14734000,0000000000020c30,00013423,000000003fbfeca0,0000000000000000,0000000000000000,000000003fbfeca0,0000000000000008,000000003fbfeca8,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000008
14782000,0000000000020c34,007a0b13,0000000000001000,0000000000000000,0000000000000000,0000000000001000,0000000000000007,0000000000001007,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000007
14785000,0000000000020c38,013b07b3,0000000000001007,0000000000000050,0000000000000050,0000000000001007,0000000000000050,0000000000001057,0000000000000000,0,  0,ALU_ADD, 51,OP_OP,0000000000000000
14788000,0000000000020c3c,00094c37,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000094000,0000000000094000,0000000000000000,0, 72,ALU_LUI, 55,OP_LUI,0000000000094000
14835500,0000000000020c40,41400b33,0000000000000000,0000000000001000,0000000000001000,0000000000000000,0000000000001000,fffffffffffff000,0000000000000000,0,  1,ALU_SUB, 51,OP_OP,0000000000000000
14838500,0000000000020c44,05840313,0000000000094698,0000000000000000,0000000000000000,0000000000094698,0000000000000058,00000000000946f0,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000058
14841500,0000000000020c48,fffa0e13,0000000000001000,0000000000000000,0000000000000000,0000000000001000,ffffffffffffffff,0000000000000fff,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,ffffffffffffffff
14844500,0000000000020c4c,02098d13,0000000000000050,0000000000000000,0000000000000000,0000000000000050,0000000000000020,0000000000000070,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000020
14847500,0000000000020c50,698c0493,0000000000094000,0000000000000000,0000000000000000,0000000000094000,0000000000000698,0000000000094698,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000698
14850500,0000000000020c54,0167fb33,0000000000001057,fffffffffffff000,fffffffffffff000,0000000000001057,fffffffffffff000,0000000000001000,0000000000000000,0,  4,ALU_AND, 51,OP_OP,0000000000000000
14853500,0000000000020c58,05843a83,0000000000094698,0000000000000000,0000000000000000,0000000000094698,0000000000000058,00000000000946f0,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000058
14857500,0000000000020c5c,008ab783,00000000000946f0,0000000000000000,0000000000000000,00000000000946f0,0000000000000008,00000000000946f8,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000008
14861500,0000000000020c60,ff87f913,0000000000000000,0000000000000000,0000000000000000,0000000000000000,fffffffffffffff8,0000000000000000,0000000000000000,0, 21,ALU_ANDI, 19,OP_OP_IMM,fffffffffffffff8
14864500,0000000000020c64,012a8833,00000000000946f0,0000000000000000,0000000000000000,00000000000946f0,0000000000000000,00000000000946f0,0000000000000000,0,  0,ALU_ADD, 51,OP_OP,0000000000000000
14867500,0000000000020c68,306a8e63,00000000000946f0,00000000000946f0,00000000000946f0,00000000000946f0,00000000000946f0,0000000000000001,0000000000020f84,1, 60,ALU_BEQ, 99,OP_BRANCH,000000000000031c
14919500,0000000000020f84,d00900e3,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000001,0000000000020c84,1, 60,ALU_BEQ, 99,OP_BRANCH,fffffffffffffd00
14973500,0000000000020c84,6fa97263,0000000000000000,0000000000000070,0000000000000070,0000000000000000,0000000000000070,0000000000000000,0000000000000000,0, 65,ALU_BGEU, 99,OP_BRANCH,00000000000006e4
14976500,0000000000020c88,30940263,0000000000094698,0000000000094698,0000000000094698,0000000000094698,0000000000094698,0000000000000001,0000000000020f8c,1, 60,ALU_BEQ, 99,OP_BRANCH,0000000000000304
14981000,0000000000020f8c,008bb783,0000000000094648,0000000000000000,0000000000000000,0000000000094648,0000000000000008,0000000000094650,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000008
14985000,0000000000020f90,00442703,0000000000094698,0000000000000000,0000000000000000,0000000000094698,0000000000000004,000000000009469c,0000000000000000,0, 82,ALU_LW,  3,OP_LOAD,0000000000000004
14989000,0000000000020f94,fffa0893,0000000000001000,0000000000000000,0000000000000000,0000000000001000,ffffffffffffffff,0000000000000fff,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,ffffffffffffffff
14992000,0000000000020f98,02078793,0000000000020000,0000000000000000,0000000000000000,0000000000020000,0000000000000020,0000000000020020,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000020
14995000,0000000000020f9c,00277713,0000000000000001,0000000000000000,0000000000000000,0000000000000001,0000000000000002,0000000000000000,0000000000000000,0, 21,ALU_ANDI, 19,OP_OP_IMM,0000000000000002
14998000,0000000000020fa0,013787b3,0000000000020020,0000000000000050,0000000000000050,0000000000020020,0000000000000050,0000000000020070,0000000000000000,0,  0,ALU_ADD, 51,OP_OP,0000000000000000
15001000,0000000000020fa4,0e070263,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000001,0000000000021088,1, 60,ALU_BEQ, 99,OP_BRANCH,00000000000000e4
15051500,0000000000021088,412787b3,0000000000020070,0000000000000000,0000000000000000,0000000000020070,0000000000000000,0000000000020070,0000000000000000,0,  1,ALU_SUB, 51,OP_OP,0000000000000000
15054500,000000000002108c,41400b33,0000000000000000,0000000000001000,0000000000001000,0000000000000000,0000000000001000,fffffffffffff000,0000000000000000,0,  1,ALU_SUB, 51,OP_OP,0000000000000000
15057500,0000000000021090,01178a33,0000000000020070,0000000000000fff,0000000000000fff,0000000000020070,0000000000000fff,000000000002106f,0000000000000000,0,  0,ALU_ADD, 51,OP_OP,0000000000000000
15060500,0000000000021094,016a7cb3,000000000002106f,fffffffffffff000,fffffffffffff000,000000000002106f,fffffffffffff000,0000000000021000,0000000000000000,0,  4,ALU_AND, 51,OP_OP,0000000000000000
15063500,0000000000021098,000c8d93,0000000000021000,0000000000000000,0000000000000000,0000000000021000,0000000000000000,0000000000021000,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000000
15066500,000000000002109c,f39040e3,0000000000000000,0000000000021000,0000000000021000,0000000000000000,0000000000021000,0000000000000001,0000000000020fbc,1, 62,ALU_BLT, 99,OP_BRANCH,ffffffffffffff20
15071000,0000000000020fbc,9701b783,00000000000960f0,0000000000000000,0000000000000000,00000000000960f0,fffffffffffff970,0000000000095a60,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,fffffffffffff970
15120500,0000000000020fc0,000c8513,0000000000021000,0000000000000000,0000000000000000,0000000000021000,0000000000000000,0000000000021000,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000000
15123500,0000000000020fc4,01113823,000000003fbfeca0,0000000000000fff,0000000000000fff,000000003fbfeca0,0000000000000010,000000003fbfecb0,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000010
15127500,0000000000020fc8,01013423,000000003fbfeca0,00000000000946f0,00000000000946f0,000000003fbfeca0,0000000000000008,000000003fbfeca8,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000008
15131500,0000000000020fcc,000780e7,0000000000024968,0000000000000000,0000000000000000,0000000000020fcc,0000000000000004,0000000000020fd0,0000000000024968,1, 71,ALU_JALR,103,OP_JALR,0000000000000000
15189500,0000000000024968,ff010113,000000003fbfeca0,0000000000000000,0000000000000000,000000003fbfeca0,fffffffffffffff0,000000003fbfec90,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,fffffffffffffff0
15192500,000000000002496c,00113423,000000003fbfec90,0000000000020fd0,0000000000020fd0,000000003fbfec90,0000000000000008,000000003fbfec98,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000008
15196500,0000000000024970,3a8030ef,0000000000000000,0000000000000000,0000000000000000,0000000000024970,0000000000000004,0000000000024974,0000000000027d18,1, 70,ALU_JAL,111,OP_JAL,00000000000033a8
15246500,0000000000027d18,fe010113,000000003fbfec90,0000000000000000,0000000000000000,000000003fbfec90,ffffffffffffffe0,000000003fbfec70,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,ffffffffffffffe0
15249500,0000000000027d1c,01213023,000000003fbfec70,0000000000000000,0000000000000000,000000003fbfec70,0000000000000000,000000003fbfec70,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000000
15352000,0000000000027d20,00813823,000000003fbfec70,0000000000094698,0000000000094698,000000003fbfec70,0000000000000010,000000003fbfec80,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000010
15356000,0000000000027d24,cc81b403,00000000000960f0,0000000000000000,0000000000000000,00000000000960f0,fffffffffffffcc8,0000000000095db8,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,fffffffffffffcc8
15360000,0000000000027d28,00913423,000000003fbfec70,0000000000094698,0000000000094698,000000003fbfec70,0000000000000008,000000003fbfec78,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000008
15364000,0000000000027d2c,00113c23,000000003fbfec70,0000000000024974,0000000000024974,000000003fbfec70,0000000000000018,000000003fbfec88,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000018
15368000,0000000000027d30,00050493,0000000000021000,0000000000000000,0000000000000000,0000000000021000,0000000000000000,0000000000021000,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000000
15371000,0000000000027d34,00040663,0000000000098f60,0000000000000000,0000000000000000,0000000000098f60,0000000000000000,0000000000000000,0000000000000000,0, 60,ALU_BEQ, 99,OP_BRANCH,000000000000000c
15374000,0000000000027d38,9e01a783,00000000000960f0,0000000000000000,0000000000000000,00000000000960f0,fffffffffffff9e0,0000000000095ad0,0000000000000000,0, 82,ALU_LW,  3,OP_LOAD,fffffffffffff9e0
15378000,0000000000027d3c,00078a63,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000001,0000000000027d50,1, 60,ALU_BEQ, 99,OP_BRANCH,0000000000000014
15427000,0000000000027d50,02048063,0000000000021000,0000000000000000,0000000000000000,0000000000021000,0000000000000000,0000000000000000,0000000000000000,0, 60,ALU_BEQ, 99,OP_BRANCH,0000000000000020
15430000,0000000000027d54,06905063,0000000000000000,0000000000021000,0000000000021000,0000000000000000,0000000000021000,0000000000000000,0000000000000000,0, 63,ALU_BGE, 99,OP_BRANCH,0000000000000060
15433000,0000000000027d58,008487b3,0000000000021000,0000000000098f60,0000000000098f60,0000000000021000,0000000000098f60,00000000000b9f60,0000000000000000,0,  0,ALU_ADD, 51,OP_OP,0000000000000000
15436000,0000000000027d5c,0087b7b3,00000000000b9f60,0000000000098f60,0000000000098f60,00000000000b9f60,0000000000098f60,0000000000000000,0000000000000000,0,  9,ALU_SLTU, 51,OP_OP,0000000000000000
15439000,0000000000027d60,02078663,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000001,0000000000027d8c,1, 60,ALU_BEQ, 99,OP_BRANCH,000000000000002c
15495500,0000000000027d8c,00940533,0000000000098f60,0000000000021000,0000000000021000,0000000000098f60,0000000000021000,00000000000b9f60,0000000000000000,0,  0,ALU_ADD, 51,OP_OP,0000000000000000
15498500,0000000000027d90,184240ef,0000000000000000,0000000000000000,0000000000000000,0000000000027d90,0000000000000004,0000000000027d94,000000000004bf14,1, 70,ALU_JAL,111,OP_JAL,0000000000024184
15546500,000000000004bf14,00050793,00000000000b9f60,0000000000000000,0000000000000000,00000000000b9f60,0000000000000000,00000000000b9f60,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000000
15549500,000000000004bf18,00c00893,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000000c,000000000000000c,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,000000000000000c
15552500,000000000004bf1c,00000073,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0, 74,ALU_ECALL,115,OP_SYSTEM,0000000000000000
15562500,000000000004bf20,cca1b423,00000000000960f0,00000000000b9f60,00000000000b9f60,00000000000960f0,fffffffffffffcc8,0000000000095db8,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,fffffffffffffcc8
15566500,000000000004bf24,00f56663,00000000000b9f60,00000000000b9f60,00000000000b9f60,00000000000b9f60,00000000000b9f60,0000000000000000,0000000000000000,0, 64,ALU_BLTU, 99,OP_BRANCH,000000000000000c
15569500,000000000004bf28,00000513,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000000
15572500,000000000004bf2c,00008067,0000000000027d94,0000000000000000,0000000000000000,000000000004bf2c,0000000000000004,000000000004bf30,0000000000027d94,1, 71,ALU_JALR,103,OP_JALR,0000000000000000
15577000,0000000000027d94,fc054ce3,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0, 62,ALU_BLT, 99,OP_BRANCH,ffffffffffffffd8
15580000,0000000000027d98,01813083,000000003fbfec70,0000000000000000,0000000000000000,000000003fbfec70,0000000000000018,000000003fbfec88,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000018
15584000,0000000000027d9c,00040513,0000000000098f60,0000000000000000,0000000000000000,0000000000098f60,0000000000000000,0000000000098f60,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000000
15587000,0000000000027da0,00813483,000000003fbfec70,0000000000000000,0000000000000000,000000003fbfec70,0000000000000008,000000003fbfec78,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000008
